dist,Angle,Serving_SSB_Idx,weight
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
g7,-60,39,1.0
